County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
New York,Soul to Soul Community Farm Stand,Adam Clayton Powell Jr. Blvd between 110th and 111th St.,1809 Adam Clayton Powell Jr. Blvd,New York,NY,10026,Marlow White,6464984764,,Thu-Fri  11am-5pm,Year-Round,YR,Y,Y,N,Y,40.79967,-73.95481,"(40.79967, -73.95481)"
Monroe,Curbside Market-Dunn Towers,100 Dunn Tower Dr. Rochester,100 Dunn Tower Drive,Rochester,NY,14606,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Thu 11am-12pm, closed July 1",June 3-November 25,M,Y,Y,N,Y,43.16924,-77.69727,"(43.16924, -77.69727)"
Cayuga,Auburn Thu Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609,http://www.auburnfarmerscoopmarketinc.com,Thu 7am-2pm,June 3-October 28,M,Y,Y,Y,Y,42.93401,-76.57007,"(42.93401, -76.57007)"
Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350,,2nd Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.964885,-76.344609,"(42.964885, -76.344609)"
Franklin,JCEO MM-Owls Head,Old Catholic Church 	197 Rte 27 Owls Head,197 ounty Route27,Owls Head,NY,12969,Richard LaVigne,5183194028,http://www.jceo.org,Wed  12:30pm-2:00pm,June 2-September 29,M,Y,Y,N,Y,44.69206,-74.11341,"(44.69206, -74.11341)"
Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St.,210 Walnut Street,Lockport,NY,14094,Jessica Dittly,7164340212,http://www.lockportcommunitymarket.com,1st & 3rd Saturday  10am-2pm,November 7-May 15,M/X/W/P,N,Y,N,Y,43.16982,-78.68755,"(43.16982, -78.68755)"
Ulster,Seed Song Farm Stand,160 Esopus Ave Kingston,160 Esopus Ave,Kingston,NY,12401,Creek Iverson,8453831528,http://www.seedsongfarm.org,"Daily 10am-6pm, Winter hours change November",Year-round,YR,N,N,N,Y,41.9556,-74.0067,"(41.9556, -74.0067)"
Onondaga,Downtown Syracuse Farmers' Market,Clinton Square,Clinton St and Water St,Syracuse,NY,13202,Charles McFadden,3154228284,http://www.downtownsyracuse.com,Tuesday  8am-2pm,June 8-October 12,M,Y,Y,N,Y,43.05054,-76.15354,"(43.05054, -76.15354)"
Madison,Cazenovia Farmers Market,Emory and Greene St.  Village Green,48 Albany St. Memorial Park,Cazenovia,NY,13035,Anna Marie Newland,3156559243,http://www.cazenoviachamber.com,Saturday  9am-2pm,May 8-October 23,P/M,Y,N,N,Y,42.92975,-75.85456,"(42.92975, -75.85456)"
Albany,Veggie Mobile-South Mall Towers,101 S. Pearl St. Albany,101 South Pearl Street,Albany,NY,12207,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri  11am-12:15pm,Year-round,YR,Y,Y,Y,Y,42.6465,-73.75482,"(42.6465, -73.75482)"
Dutchess,Pawling Farmers' Market,Pawling Village Green Charles Colman Blvd.,154 Charles Colman Blvd.,Pawling,NY,12564,Betsy Montgomery,9149418762,http://www.pawlingfarmersmarket.org,Saturday  9am-1pm,June 12-September 25,M,Y,N,N,Y,41.56315,-73.60143,"(41.56315, -73.60143)"
Erie,Huntington Farm Stand II,11503 Main Street Clarence,11503 Main Street,Clarence,NY,14031,Dan Huntington,7163930590,,Daily  11am-7pm,June 10-October 15,M,Y,N,N,Y,42.98909,-78.55762,"(42.98909, -78.55762)"
Allegany,White Valley Farm Stand,381 Heselton Rd. Whitesville,381 Heselton Road,Whitesville,NY,14897,Justin Ellison,5858086061,,Sat/Sun  10pm-5pm,June 1-November 1,M,Y,N,N,Y,42.01631,-77.84727,"(42.01631, -77.84727)"
Chenango,Oxford WINTER Farmers' Market,"St. Paul's Parish House Comm Ctr, 34 Main St. Oxford",34 Main St.,Oxford,NY,13830,Mina Takahashi,6072266843,,1st Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.440234,-75.594121,"(42.440234, -75.594121)"
Orleans,Panek's Pickin' Patch,13420 W County House Rd  Albion,13420 W County House Rd.,Albion,NY,14411,Guinevere Panek,5855902356,http://www.panekspickinpatch.com,Daily  9am-6pm,June 5-October 31,M,Y,N,N,Y,43.21866,-78.2551,"(43.21866, -78.2551)"
Kings,6th Ave. Sunset Park Greenmarket,602 44th St. at 6th Ave.,44th Street at 6th Avenue,Brooklyn,NY,11220,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.64711,-74.00463,"(40.64711, -74.00463)"
Seneca,Waterloo Rotary Farmers' Market,"22 Locust Street, parking lot near Save a Lot",22 Locust Street,Waterloo,NY,13165,Patti Paine,3152243826,http://www.waterloofarmmarket.com,Saturday  9am-1pm,June 19-October 2,M,Y,Y,Y,Y,42.90253,-76.86587,"(42.90253, -76.86587)"
Putnam,R & G Produce Farm Stand,997 NY Route 22 Brewster,997 NY Route 22,Brewster,NY,10509,Mike Miller,5182095391,,Saturday  8am-3pm,May 29-November 20,P/M,Y,Y,N,Y,41.39785,-73.60218,"(41.39785, -73.60218)"
Kings,Hattie Carthan Community Farmers' Market,363-365 Clifton Place Brooklyn,365 Clifton Pl,Brooklyn,NY,11216,David Greaves,2125617327,http://www.hattiecarthancommunitymarket.com,"Sat  9am-3pm, Thu  1pm-6pm",July 10-November 21,M,Y,Y,N,Y,40.68965,-73.94879,"(40.68965, -73.94879)"
Franklin,JCEO MM-Waverly Municipal Lot,"6 North Main St St Regis Falls, Municipal Complex",6 North Main St,St. Regis Falls,NY,,Richard LaVigne,5183194028,http://www.jceo.org,Tues 9:30am-11:30am,June 2-October 13,M,Y,Y,N,Y,44.67281,-74.54355,"(44.67281, -74.54355)"
New York,57th Street Wednesday Greenmarket,475 W 57th St. @ 58th St.,891 Tenth Ave,New York,NY,10019,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-5pm,June 5-November 20,P/M,Y,Y,N,Y,40.7695,-73.98841,"(40.7695, -73.98841)"
Cattaraugus,Perfectly Blended Farm Farm Stand,3819 Riceville Rd. Machias,3819 Riceville Rd,Machias,NY,14101,Melissa Keller,7162580645,http://www.perfectlyblendedfarm.com,Sat  10am-2pm,May 1-October 30,P/M,Y,N,N,Y,42.43378,-78.51896,"(42.43378, -78.51896)"
Ulster,Heart of the Hudson Valley Farmers' Market,Cluett-Schantz Park 1801-1805 Rt 9W Milton,1801-1805 Rt 9W,Milton,NY,12547,Sheila Mannese,8456167824,http://www.hhvfarmersmarket.com,Saturday  9am-2pm,June 19-October 2,M,Y,N,N,Y,41.65312,-73.96193,"(41.65312, -73.96193)"
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Sue Murphy,3157279320,http://www.townofskaneateles.com,Thu  3:30pm-6:30pm,May 27-September 14,P/M,Y,N,N,Y,42.95089,-76.4309,"(42.95089, -76.4309)"
Clinton,JCEO MM-Churubusco Senior Center,23 Smith St. Churubusco,23 Smith St.,Churubusco,NY,12934,Richard LaVigne,5183194028,http://www.jceo.org,Monday 10am-11:45am,June 7-September 27,M,Y,Y,N,Y,44.95591,-73.92805,"(44.95591, -73.92805)"
Monroe,Rochester Public Market -Tuesday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tuesday  6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Westchester,TaSH Farmers' Market,Patriots Park Route 9  Sleepy Hollow,Patriots Park Route 9,Sleepy Hollow,NY,10591,Linda Eder,9144717437,http://www.tashfarmersmarket.org,Saturday  8:30am-1:30pm,May 29-December 4,P/M/W,Y,Y,N,Y,41.08525,-73.85924,"(41.08525, -73.85924)"
Suffolk,Bethel Hobbs Community Farm Stand,178 Oxhead Rd.  Centereach,178 Oxhead Road,Centereach,NY,11720,Ann Pellegrino,6317741556,http://www.hobbsfarm.info,Saturday  10am-3pm,June 12-October 9,P/M,Y,N,N,Y,40.872,-73.09635,"(40.872, -73.09635)"
Rensselaer,Veggie Mobile-Renwyck Place,18 4th Ave. Rensselaer,18 4th Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11:30am-12pm,Year-round,YR,Y,Y,Y,Y,42.63925,-73.73936,"(42.63925, -73.73936)"
Orange,West Point/Town of Highlands Farmers' Market,"Main St. Municipal lot Highland Falls, across from Visitor's Center",Main St and Cozzens Ave,Highlands,NY,10928,Joanne Devereaux,8454466969,,Sunday  9am-2pm,June 13-October 31,M,Y,N,N,Y,41.3723,-73.96434,"(41.3723, -73.96434)"
Queens,Forest Park  GrowNYC Farm Stand,Myrtle Ave. and Park Lane South Richmond Hill,Myrtle Ave,Richmond Hill,NY,11418,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday 8:30am-3pm,July 10-November 20,M,Y,Y,N,Y,40.70109,-73.84191,"(40.70109, -73.84191)"
Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318,https://www.schenectadygreenmarket.com,Sunday  10am-2pm,"December 5-April 24, 2022",X/W/P,N,Y,N,Y,42.812373,-73.941802,"(42.812373, -73.941802)"
Orange,Sleepy Hills Orchard Farm Stand,1328 Route 284 Johnson,1328 Route 284,Johnson,NY,10933,Amy King,8457263797,http://www.sleepyhillsorchard.com,Daily  9am-6pm,July 8-November 24,M,Y,N,N,Y,41.35818,-74.50442,"(41.35818, -74.50442)"
Monroe,Irondequoit Farmers' Market,Town Hall Lawn  1280 Titus Ave. Rochester,1280 Titus Ave,Rochester,NY,14617,Don Sinton,5853366073,http://www.irondequoit.org,Thursday  4pm-8pm,May 27-October 14,P/M,Y,Y,Y,Y,43.21118,-77.58154,"(43.21118, -77.58154)"
Monroe,Brockport Farmers' Market,Market St. off Main St. Brockport,Main St and Market St,Brockport,NY,14420,Charlene Veltz,5857503382,http://www.brockportny.org/community/farmers-market,Sunday  8am-1pm,June 20-October 31,M,Y,N,N,Y,43.21556,-77.9385,"(43.21556, -77.9385)"
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle 425 Mary St.,425 Mary Street,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000islands-clayton.com,Thursday  10am-4pm,June 3-October 14,M,Y,N,N,Y,44.23992,-76.08508,"(44.23992, -76.08508)"
Rensselaer,Veggie Mobile Sprout-Patroons  Dorp Apts,Fowler Ave. & First St. Rensselaer,fowler ave and first street,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 3:15pm-4pm,Year-round,YR,Y,Y,Y,Y,42.65482,-73.73432,"(42.65482, -73.73432)"
Steuben,Bath Wednesday Farmers' Market,Pulteney Square Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Hazel Buck,6077943494,,Wednesday  9am-2pm,May 5-October 27,P/M,Y,Y,N,Y,42.33353,-77.31842,"(42.33353, -77.31842)"
Monroe,Curbside Market-Rochester View Apartments,4365 W Henrietta Road Henrietta,4365 W Henrietta Road,Henrietta,NY,14467,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 3pm-4pm,June 2-November 24,M,Y,Y,N,Y,43.06563,-77.64833,"(43.06563, -77.64833)"
Westchester,Bowen Farm Stand,14 N Columbus Ave. Mt. Vernon,14 North Columbus Ave.,Mount Vernon,NY,10553,Ruth Crosby,9144821749,,Tue-Sat  10am-8pm,July 15-November 30,M,Y,N,N,Y,40.9125,-73.82372,"(40.9125, -73.82372)"
Erie,Common Roots Urban Farm Stand,309 Peckham St  Buffalo,309 Peckham St,Buffalo,NY,14206,Terra Dumas,7162929109,http://www.commonrootsurbanfarm.com,"Sat  11am-3pm, Wed  4pm-6pm",June 5-October 2,M,Y,Y,N,Y,42.88783,-78.84284,"(42.88783, -78.84284)"
Tompkins,Freeville Farmers Market,43 Main St Freeville,43 Main St.,Freeville,NY,13068,Lily Gershon,7328220415,,Sunday  12pm-2pm,May 16-September 19,P/M,Y,N,N,Y,42.51179,-76.35084,"(42.51179, -76.35084)"
Niagara,Becken Farms Farm Stand,2585 Upper Mt. Rd Sanborn,2585 Upper Mt. Rd,Sanborn,NY,14132,Elaine Becken,7163164951,,"Wed-Sat  9am-6pm, Sun  11am-4pm",May 1-October 31,P/M,Y,Y,N,Y,43.16823,-78.90518,"(43.16823, -78.90518)"
Albany,South End Healthy Farmers' Market,Warren St between Phillip and Grand  Albany,20 Warren Street,Albany,NY,12202,Tom McPheeters,5184519849,,Thursday  3pm-8pm,April 29-October 28,P/M,Y,Y,N,Y,42.64326,-73.7599,"(42.64326, -73.7599)"
Franklin,JCEO MM-Citizen Advocates,125 Finney Blvd Malone,125 Finney Blvd,Malone,NY,12953,Richard LaVigne,5183194028,http://www.jceo.org,Friday 10am-11:30am,June 4-October 1,M,Y,Y,N,Y,44.84193,-74.30111,"(44.84193, -74.30111)"
New York,PS 57  GrowNYC Farm Stand,115th St. and 3rd Ave.,115th St. and 3rd Ave,New York,NY,10029,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Wed  9:30am-4pm,July 7-November 24,M,Y,Y,N,Y,40.79727,-73.94051,"(40.79727, -73.94051)"
Bronx,Parkchester Greenmarket,1878 Cross Bx Service Rd South Bronx,White Plains Rd & Westchester Avet,Bronx,NY,10472,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-4pm,June 18-November 26,M,Y,Y,N,Y,40.83319,-73.86257,"(40.83319, -73.86257)"
Nassau,The Garden at St. Francis Farm Stand,1692 Bellmore Ave  N. Bellmore,1692 Bellmore Ave,North Bellmore,NY,11710,Chris McCabe,5166791184,http://www.stfrancisbellmore.org/the-garden,Sunday  11am-2pm,June 30-October 31,M,Y,N,N,Y,40.68156,-73.53528,"(40.68156, -73.53528)"
Erie,MAP Mobile Market-Belle Center,The Belle Center,104 Maryland Street,Buffalo,NY,14201,Danielle Rovillo,7168825327,,Friday 10am-12pm,June 4-December 31,M/X,Y,Y,N,Y,42.89424,-78.88836,"(42.89424, -78.88836)"
Suffolk,Rocky Point Farmers' & Artisan Market,Old Depot Park Prince & Broadway,115 Prince Road,Rocky Point,NY,11778,Virginia Heslin,6317445787,,Sunday  8am-1pm,June 6-November 21,M,Y,N,N,Y,40.94927,-72.92391,"(40.94927, -72.92391)"
Dutchess,Share the Bounty Farm Stand,"Hudson River Healthcare , 3360 Route 343 Amenia",3360 Route 343,Amenia,NY,12501,Edward Frederick,8452067526,,Tuesday  9am-1pm,June 30-October 30,M,Y,N,N,Y,41.85035,-73.55065,"(41.85035, -73.55065)"
Sullivan,Sullivan Fresh Monticello Farmers' Market,10 Jefferson St Monticello,512 Broadway,Monticello,NY,12701,Melinda Meddaugh,8452926180,http://www.sullivancce.org,Monday 10:30pm-1pm,July 5-September 27,M,Y,Y,Y,Y,41.65611,-74.69106,"(41.65611, -74.69106)"
Oneida,Remsen Farmers' Market,9639 Main St.,9639 Main Street,Remsen,NY,13438,Erin Corrigan,3157902435,,Saturday  9am-1pm,June 5-October 2,M,Y,Y,N,Y,43.32853,-75.18683,"(43.32853, -75.18683)"
Queens,Queens County Farm Museum Farm Stand,73-50 Little Neck Parkway Floral Park,73-50 Little Neck Parkway,Queens,NY,11004,Anne Mastrogiacomo,7183473276,http://www.queensfarm.org,"Wed-Fri  11am-3pm, Sat-Sun  11am-5pm",May 12-November 7,P/M,Y,Y,N,Y,40.74818,-73.72124,"(40.74818, -73.72124)"
Columbia,Kinderhook Farmers' Market,Kinderhook Village Square 1 Hudson St,US Route 9 and Hudson St,Kinderhook,NY,12106,Kim Voltz,5187559293,http://www.kinderhookfarmersmarket.com,Sat  8:30am-12:30pm,May 8-October 9,P/M,Y,N,N,Y,42.3954,-73.69817,"(42.3954, -73.69817)"
Monroe,Rochester Public Market -Thursday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Thursday  6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Oswego,Godfrey's Last Stand Farm Stand,1232 State Route 264  Phoenix,1232 State Route 264,Phoenix,NY,13135,Roberta and Josephine Godfrey,3155937291,,Daily  10am-5pm,May 1-December 20,P/M/X,Y,Y,N,Y,43.31155,-76.29001,"(43.31155, -76.29001)"
Kings,McGolrick Park Farmers' Market,"130 Russell St. Brooklyn, Center Pavillion in McGolrick Park",130 Russell Street,Brooklyn,NY,11222,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-3pm,May 16-December 18,P/M/X,Y,Y,N,Y,40.72483,-73.94432,"(40.72483, -73.94432)"
Queens,Cunningham Park Farmers' Market,"196-10 Union Tpke, Fresh Meadows, NE corner parking lot near 196th Pl",196-10 Union Turnpike,Fresh Meadows,NY,11366,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Sunday  9am-2pm,May 9-December 19,P/M/X,Y,Y,N,Y,40.73056,-73.77346,"(40.73056, -73.77346)"
Delaware,Franklin Farmers' Market,Chapel Hall 25 Institute St.,25 Institute St.,Franklin,NY,13775,Brian Brock,5187060612,,Sunday  10am-2pm,May 30-October 10,M,Y,N,N,Y,42.33901,-75.1672,"(42.33901, -75.1672)"
Jefferson,Watertown Farm & Craft Market,"317 Washington Street , State Office Building Plaza",317 Washington Street,Watertown,NY,13601,Kylie Peck,3157884400,http://www.watertownny.com,Wed 7am-3pm,May 26-October 6,P/M,Y,Y,N,Y,43.97173,-75.91116,"(43.97173, -75.91116)"
Montgomery,Clancy Farms Farm Stand,265 Heiser Road Fort Plain,265 Heiser Road,Fort Plain,NY,13339,David Clancy,5189934806,,"Mon-Fri  11am-4pm, Sat  1pm-5pm",June 14-October 15,M,Y,N,N,Y,42.91494,-74.62885,"(42.91494, -74.62885)"
Chautauqua,Abers Acres Farm Stand,884 Route 394  Kennedy,884 Rte. 394,Kennedy,NY,14747,Sue Abers,7162672431,http://www.abersacres.com,"Daily 9am-6:30pm, Nov-May 10am-5pm",Year-round,YR,Y,Y,N,Y,42.14495,-79.10996,"(42.14495, -79.10996)"
Schenectady,Veggie Mobile-Hometown Health Ctr,1044 State Street Schenectady,1044 State Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.8014,-73.9278,"(42.8014, -73.9278)"
Franklin,JCEO MM-Rainbow Park,"2454 Chateaugay St Fort Covington, Fire Dept Parking lot",2478 Rte 37,Fort Covington,NY,12937,Richard LaVigne,5183194028,http://www.jceo.org,Tue  10am-12pm,June 1-September 28,M,Y,Y,N,Y,44.98837,-74.49625,"(44.98837, -74.49625)"
Saratoga,Clifton Park Farmers' Market,971 Rt. 146 Shenendehowa Methodist Church Clifton Park,971 State Route 146,Clifton Park,NY,12065,Emily Meagher,5187083698,http://www.saratogafarmersmarket.org,Monday  2pm-5pm,June 7-October 25,M,Y,N,N,Y,42.8688,-73.80859,"(42.8688, -73.80859)"
Wyoming,Plato Dale Farm Stand,5401 Curriers Road  Arcade NY,5401 Curriers Road,Arcade,NY,14009,Kent Miller,5854571358,http://platodalefarm.com,9am-6pm  Daily,Year-Round,YR,Y,N,N,Y,42.63228,-78.4172,"(42.63228, -78.4172)"
Otsego,Cooperstown Tuesday Farmers' Market,101 Main Street in Pioneer Alley near Keybank,101 Main Street,Cooperstown,NY,13326,Ellen Pope,6075478881,http://www.cooperstownfarmersmarket.org,Tuesday  12pm-5pm,July 1-September 30,M,Y,Y,Y,Y,42.70063,-74.92524,"(42.70063, -74.92524)"
Wayne,Ginegaw Farmers' Market,1980 Walworth Penfield Rd.,1980 Walworth Penfield Rd.,Walworth,NY,14568,Jacqueline VanLare,3159861400,http://www.townofwalworthny.gov,Tuesday  2:30pm-6:00pm,June 15-October 12,M,Y,N,N,Y,43.1391,-77.28549,"(43.1391, -77.28549)"
Rockland,Haverstraw Farmers' Market,40 New Main St. Haverstraw Village Hall,New Main St and Maple Ave,Haverstraw,NY,10927,Elaine Fernandez,8454290300,https://voh-ny.com/faq,Sunday  9am-1pm,June 13-October 31,M,Y,N,N,Y,41.19639,-73.96645,"(41.19639, -73.96645)"
Washington,Fort Edward Farmers' Market,Broadway Lanes 359 Broadway Route 4,359 Broadway,Fort Edward,NY,12828,Linda Gifford,5187961686,,Friday  10am-1pm,June 18-October 29,M,Y,N,N,Y,43.28393,-73.58721,"(43.28393, -73.58721)"
Queens,Ditmars Park GrowNYC Farm Stand,Ditmars Park on Steinway St. Long Island City,22-00 Steinway St.,Queens,NY,11105,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday  9:30am-2pm,July 10-November 20,M,Y,Y,N,Y,40.77165,-73.90699,"(40.77165, -73.90699)"
Suffolk,Islip Farmers' Market,"Town Hall Pkg lot , 655 Montauk Hwy Rt 27A",655 Main Street,Islip,NY,11751,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday 7am-12pm,June 5-November 20,M,Y,N,N,Y,40.72975,-73.21077,"(40.72975, -73.21077)"
Saratoga,Veggie Mobile Sprout-Mechanicville Sr Center,178 North Main Street Mechanicville,178 North Main Street,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.90829,-73.68374,"(42.90829, -73.68374)"
Greene,Stoneledge Farm Stand,145 Garcia Lane Leeds,145 Garcia Lane,Leeds,NY,12451,Candice Kavakos,5188199966,http://www.stoneledge.farm,Sat/Sun  9am-3pm,January 4-October 10,W/P/M,Y,N,N,Y,42.27878,-73.95216,"(42.27878, -73.95216)"
Clinton,JCEO MM-Akwasasne Housing Authority,29 Business Park Rd Hoagansburg,29 business Park Rd,Hoagansburg,NY,12195,Richard LaVigne,5183194028,http://www.jceo.org,THU 10am-11:30am,June 3-September 30,M,Y,Y,N,Y,44.97626,-74.67137,"(44.97626, -74.67137)"
Tompkins,Jasper Meadows Farm Stand,"26 Palmear Road, Freeville",26 Palmear Road,Freeville,NY,13068,Charles and Madalyn Alridge,6077084327,,Mon/Wed/Fri 4pm-8pm,May 15-October 31,M,Y,N,N,Y,42.52078,-76.35776,"(42.52078, -76.35776)"
New York,Stuyvesant Town Greenmarket,East 14th St. Loop & Ave A South end of oval,1 Stuyvesant Oval,New York,NY,10009,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sun  9:30am-4pm,May 16-December 19,P/M/X,Y,Y,N,Y,40.73146,-73.97875,"(40.73146, -73.97875)"
Wayne,Sodus Farmers' Market,Sodus Methodist Church 58 W. Main St.,58 West Main St,Sodus,NY,14551,Sandy Hall,3154838029,http://www.sutmc.org/sodus-farmers-market,Wed  2:30pm-6pm,July 16-October 13,M,Y,Y,Y,Y,43.23615,-77.06587,"(43.23615, -77.06587)"
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,Y,Y,Y,Y,42.77223,-73.67258,"(42.77223, -73.67258)"
Westchester,Hilltop Hanover Farm Farm Stand,1271 Hanover St Yorktown Heights,1271 Hanover St,Yorktown heights,NY,10598,Sophie Vranian,9149622368,http://www.hilltophanoverfarm.org,"Friday  1pm-6pm, Sat  10am-4pm",April 23-November 20,P/M,Y,N,N,Y,41.25159,-73.7724,"(41.25159, -73.7724)"
Orange,Soons Orchards Farm Stand,23 Soons Circle  New Hampton,23 Soons Circle,New Hampton,NY,10958,Sharon Soons,8453745471,http://www.soonsorchards.com,Daily  9am-6pm,Year-round,YR,Y,N,N,Y,41.40258,-74.40356,"(41.40258, -74.40356)"
Erie,MAP Mobile Market-Jericho Road Barton,Jericho Road Community Health Center - Barton Clinic,184 Barton Street,Buffalo,NY,14213,Danielle Rovillo,7168825327,,Tuesdays 11am-1pm,June 1-October 31,M,Y,Y,N,Y,42.9179,-78.89466,"(42.9179, -78.89466)"
Albany,Veggie Mobile Sprout-St. Sophia/Holy Wisdom,426 Whitehall Road Albany,440 Whitehall Road,Albany,NY,12208,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 12:15pm-12:35pm,Year-round,YR,Y,Y,Y,Y,42.65244,-73.81416,"(42.65244, -73.81416)"
Dutchess,Beacon Farmers' Market,223 Main St.,Veteran's Place,Beacon,NY,12508,Sember Weinman,8452314424,http://www.beaconfarmersmarket.org,Sunday  10am-3pm,May 2-November 21,P/M,Y,Y,Y,Y,41.50377,-73.96848,"(41.50377, -73.96848)"
St. Lawrence,Canton Tuesday Farmers' Market,Village Green Park 17 Park st at Main St.,Main St and Park St,Canton,NY,13617,Sonja Jenson,3156058133,,Tuesday  9am-2pm,May 11-October 26,P/M,Y,Y,N,Y,44.59564,-75.16921,"(44.59564, -75.16921)"
Sullivan,Liberty Farmers' Market,119 N Main Street   Creekside Park,119 N Main St,Liberty,NY,12754,Eugene Thalmann,6313327948,,Friday 3pm-6pm,June 18-September 17,M,Y,Y,Y,Y,41.80129,-74.74684,"(41.80129, -74.74684)"
Bronx,Harvest Home Hunts Point Farmers' Market,"Monsignor Del Valle Park, E. 163 St between Southern & Bruckner Blvds.",925 Hunts Point Ave.,Bronx,NY,10474,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 16-November 24,M,Y,Y,N,Y,40.82073,-73.89088,"(40.82073, -73.89088)"
New York,Chelsea Farmers' Market,"383 W 23rd St. btw 8th & 9th Aves., Sidewal on North side of 23rd St.",383 W 23rd Street,New York,NY,10011,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.74633,-74.00081,"(40.74633, -74.00081)"
Queens,Rockaway Youth Task Force Farm Stand,310 Beach 58th Street,310 Beach 58th Street,Far Rockaway,NY,11691,Jazmine Outlaw,7188680386,http://www.rytf.org,Saturday  9am-3pm,July 3-November 27,M,Y,Y,N,Y,40.59453,-73.78803,"(40.59453, -73.78803)"
Sullivan,Rock Hill Farmers' Market,223 Rock Hill Drive,223 Rock Hill Drive,Rock Hill,NY,12775,Melinda Meddaugh,8452926180,http://www.rockhillfarmersmarket.com,Saturday  10am-1pm,June 5-September 25,M,Y,N,N,Y,41.62515,-74.59634,"(41.62515, -74.59634)"
Dutchess,Judson Farm Market FS,Route 22 Wingdale,Route 22,Wingdale,NY,12594,Richard Judson,8458326286,,Daily  10am-6pm,July 10-November 5,M,Y,N,N,Y,41.62978,-73.57399,"(41.62978, -73.57399)"
Cayuga,Centurion Farm Stand,287 Creek Road Locke,287 Creek Road,Locke,NY,13092,Jeff Saeli,6075925810,,Thu/Fri/Sat  9am-7pm,May 1-November 30,P/M,Y,N,N,Y,42.6309,-76.45455,"(42.6309, -76.45455)"
Dutchess,Arlington Farmers' Market,"Vassar College Alumni Lawn , 123 Raymond Ave. Poughkeepsie",123 Raymond Ave,Poughkeepsie,NY,12603,Bob Legacy,9144747533,http://www.arlingtonhasit.org,Thursday  2pm-6pm,June 3-October 28,M,Y,N,N,Y,41.68187,-73.89636,"(41.68187, -73.89636)"
